City ID,City,Lat,Lng,Max Temp,Current Description,Rain (inchies),Snow (inchies),Humidity,Cloudiness,Wind Speed,Country,Date
228,Qaanaaq,77.484,-69.3632,41.63,overcast clouds,0.0,0.0,67,100,1.03,GL,2021-07-24 19:49:57
229,Rognan,67.0953,15.3878,54.88,light rain,0.2,0.2,96,100,2.46,NO,2021-07-24 19:53:15
230,Buin,-33.7333,-70.75,50.7,overcast clouds,0.0,0.0,72,100,4.68,CL,2021-07-24 19:53:15
231,Tongzi,28.7829,105.0877,74.53,light rain,0.19,0.19,95,15,1.19,CN,2021-07-24 19:53:16
232,Cruzeiro Do Sul,-29.5128,-51.9853,80.49,clear sky,0.0,0.0,59,0,1.66,BR,2021-07-24 19:53:16
233,Nsunga,-1.1439,31.3947,65.64,scattered clouds,0.0,0.0,55,49,2.13,TZ,2021-07-24 19:53:17
234,Mbanza-Ngungu,-5.25,14.8667,74.23,clear sky,0.0,0.0,42,0,3.67,CD,2021-07-24 19:53:17
235,Nandyal,15.4833,78.4833,79.25,broken clouds,0.0,0.0,78,76,11.79,IN,2021-07-24 19:53:17
236,Uren,57.4552,45.7852,47.39,few clouds,0.0,0.0,63,17,1.32,RU,2021-07-24 19:53:18
237,Jinchang,38.4953,102.1739,74.52,overcast clouds,0.0,0.0,54,100,10.89,CN,2021-07-24 19:53:18
238,Pangody,65.85,74.4859,54.28,overcast clouds,0.0,0.0,94,100,5.97,RU,2021-07-24 19:53:18
239,Ishigaki,24.3448,124.1572,84.15,overcast clouds,0.0,0.0,85,100,27.74,JP,2021-07-24 19:53:19
240,Hualmay,-11.0964,-77.6139,66.61,few clouds,0.0,0.0,74,20,9.24,PE,2021-07-24 19:53:19
241,Manuk Mangkaw,4.8,119.85,84.2,broken clouds,0.0,0.0,78,79,16.91,PH,2021-07-24 19:53:20
242,Kahului,20.8947,-156.47,83.46,scattered clouds,0.0,0.0,85,40,20.71,US,2021-07-24 19:48:50
243,Esna,25.2934,32.554,91.42,clear sky,0.0,0.0,22,0,11.27,EG,2021-07-24 19:53:20
244,Ilhabela,-23.7781,-45.3581,67.37,clear sky,0.0,0.0,74,0,2.26,BR,2021-07-24 19:48:26
245,Wabash,40.7978,-85.8205,88.21,overcast clouds,0.0,0.0,86,100,13.78,US,2021-07-24 19:53:21
246,Cumberland,35.0502,-78.8664,90.16,few clouds,0.0,0.0,54,20,5.01,US,2021-07-24 19:53:21
247,Aloleng,16.1307,119.7824,82.18,heavy intensity rain,15.38,15.38,82,100,20.31,PH,2021-07-24 19:53:22
248,Dingle,10.9995,122.6711,78.12,overcast clouds,0.0,0.0,86,96,11.99,PH,2021-07-24 19:53:22
249,Chalus,36.655,51.4204,80.06,overcast clouds,0.0,0.0,74,90,2.3,IR,2021-07-24 19:53:23
250,Pevek,69.7008,170.3133,36.68,overcast clouds,0.0,0.0,92,100,10.94,RU,2021-07-24 19:53:23
251,Manokwari,-0.8667,134.0833,78.26,overcast clouds,0.0,0.0,73,100,3.62,ID,2021-07-24 19:53:24
252,Coquimbo,-29.9533,-71.3436,56.93,broken clouds,0.0,0.0,76,75,8.05,CL,2021-07-24 19:53:24
253,Tasiilaq,65.6145,-37.6368,37.98,light rain,0.56,0.56,98,100,5.08,GL,2021-07-24 19:53:24
254,Salina,38.8403,-97.6114,99.95,clear sky,0.0,0.0,22,9,8.86,US,2021-07-24 19:53:25
255,Daru,-9.0763,143.2092,77.18,overcast clouds,0.0,0.0,89,100,12.77,PG,2021-07-24 19:53:25
256,Ilulissat,69.2167,-51.1,39.02,broken clouds,0.0,0.0,90,84,7.52,GL,2021-07-24 19:53:25
257,Klyuchi,52.2667,79.1667,68.54,clear sky,0.0,0.0,72,5,5.48,RU,2021-07-24 19:53:26
258,Yar-Sale,66.8333,70.8333,50.31,clear sky,0.0,0.0,82,0,9.1,RU,2021-07-24 19:53:26
259,Cabedelo,-6.9811,-34.8339,81.27,clear sky,0.0,0.0,75,2,16.42,BR,2021-07-24 19:48:37
260,Agadir,30.4202,-9.5982,79.25,broken clouds,0.0,0.0,64,79,5.28,MA,2021-07-24 19:53:27
261,Carlyle,38.6103,-89.3726,95.18,few clouds,0.0,0.0,58,16,6.15,US,2021-07-24 19:53:27
262,Airai,-8.9266,125.4092,55.35,clear sky,0.0,0.0,40,6,2.93,TL,2021-07-24 19:53:28
263,Lebu,-37.6167,-73.65,52.75,overcast clouds,0.0,0.0,74,98,14.67,CL,2021-07-24 19:53:28
264,Malibu,34.005,-118.8101,94.51,overcast clouds,0.0,0.0,72,85,3.0,US,2021-07-24 19:51:01
265,Hofn,64.2539,-15.2082,52.54,overcast clouds,0.0,0.0,99,100,17.43,IS,2021-07-24 19:53:29
266,Port Moresby,-9.4431,147.1797,76.42,broken clouds,0.0,0.0,94,75,3.44,PG,2021-07-24 19:52:14
267,Asosa,10.0667,34.5333,58.66,overcast clouds,0.0,0.0,96,100,1.92,ET,2021-07-24 19:53:29
268,Khatanga,71.9667,102.5,56.7,scattered clouds,0.0,0.0,81,49,11.36,RU,2021-07-24 19:53:30
269,Sistranda,63.7256,8.834,59.9,overcast clouds,0.0,0.0,87,100,6.46,NO,2021-07-24 19:53:30
270,Sao Filipe,14.8961,-24.4956,74.73,broken clouds,0.0,0.0,74,76,8.9,CV,2021-07-24 19:53:30
271,Norfolk,42.1668,-71.2495,84.61,clear sky,0.0,0.0,48,0,6.33,US,2021-07-24 19:53:31
272,Sinegorye,62.0788,150.477,63.36,overcast clouds,0.0,0.0,76,100,5.48,RU,2021-07-24 19:53:32
273,Naze,28.3667,129.4833,77.32,overcast clouds,0.0,0.0,92,100,22.24,JP,2021-07-24 19:53:33
274,Tiksi,71.6872,128.8694,40.42,scattered clouds,0.0,0.0,85,31,5.75,RU,2021-07-24 19:53:33
275,Jackson,42.4165,-122.8345,90.91,clear sky,0.0,0.0,26,1,0.0,US,2021-07-24 19:51:50
276,Vanimo,-2.6741,141.3028,74.61,moderate rain,3.16,3.16,92,100,3.71,PG,2021-07-24 19:53:34
277,Uglegorsk,49.0833,142.0333,67.55,overcast clouds,0.0,0.0,98,97,7.54,RU,2021-07-24 19:53:34
278,Brownsville,25.9018,-97.4975,93.88,few clouds,0.0,0.0,53,20,5.01,US,2021-07-24 19:50:00
279,Sitka,57.0531,-135.33,55.29,light rain,0.48,0.48,88,90,16.11,US,2021-07-24 19:48:38
280,Grootfontein,-19.5667,18.1167,42.37,clear sky,0.0,0.0,36,0,0.0,NA,2021-07-24 19:53:35
281,Mosquera,4.7059,-74.2302,57.29,heavy intensity rain,0.18,0.18,94,75,12.66,CO,2021-07-24 19:53:35
282,Kyshtovka,56.555,76.6271,66.38,few clouds,0.0,0.0,87,15,5.77,RU,2021-07-24 19:53:36
283,Marfino,55.7028,37.3822,63.09,clear sky,0.0,0.0,63,0,6.71,RU,2021-07-24 19:53:36
284,Sulangan,11.1373,123.7228,83.41,scattered clouds,0.0,0.0,72,42,17.27,PH,2021-07-24 19:53:37
285,Pisco,-13.7,-76.2167,66.25,clear sky,0.0,0.0,68,0,10.36,PE,2021-07-24 19:53:37
286,Kushima,31.4583,131.2333,78.12,overcast clouds,0.0,0.0,92,100,11.34,JP,2021-07-24 19:53:37
287,Ayan,56.45,138.1667,57.2,overcast clouds,0.0,0.0,96,100,8.32,RU,2021-07-24 19:53:38
288,Inta,66.0317,60.1659,48.29,overcast clouds,0.0,0.0,91,100,9.78,RU,2021-07-24 19:53:38
289,Saint-Augustin,51.226,-58.6502,58.69,clear sky,0.0,0.0,66,8,9.19,CA,2021-07-24 19:53:39
290,Upernavik,72.7868,-56.1549,39.83,overcast clouds,0.0,0.0,85,100,5.5,GL,2021-07-24 19:53:39
291,Aswan,24.0934,32.907,96.1,clear sky,0.0,0.0,17,0,11.5,EG,2021-07-24 19:50:14
292,Mandera,3.9366,41.867,80.94,overcast clouds,0.0,0.0,44,99,22.03,KE,2021-07-24 19:53:40
293,Kodiak,57.79,-152.4072,54.91,overcast clouds,0.0,0.0,88,90,8.05,US,2021-07-24 19:53:40
294,Raga,8.4596,25.678,75.72,overcast clouds,0.0,0.0,73,100,6.87,SS,2021-07-24 19:53:40
295,La Asuncion,11.0333,-63.8628,87.53,overcast clouds,0.0,0.0,62,98,13.8,VE,2021-07-24 19:53:41
296,Armeria,18.9333,-103.9667,89.2,scattered clouds,0.0,0.0,61,47,7.52,MX,2021-07-24 19:53:41
297,Karratha,-20.7377,116.8463,69.71,overcast clouds,0.0,0.0,48,100,6.73,AU,2021-07-24 19:53:42
298,Ahipara,-35.1667,173.1667,55.76,overcast clouds,0.0,0.0,81,100,11.12,NZ,2021-07-24 19:49:32
299,Guerrero Negro,27.9769,-114.0611,78.67,overcast clouds,0.0,0.0,59,100,12.5,MX,2021-07-24 19:53:42
300,Ardahan,41.1087,42.7022,53.65,few clouds,0.0,0.0,97,13,3.83,TR,2021-07-24 19:53:43
301,Mundargi,15.2167,75.9,72.39,scattered clouds,0.0,0.0,90,44,15.93,IN,2021-07-24 19:53:43
302,Camacupa,-12.0167,17.4833,61.03,clear sky,0.0,0.0,28,0,2.59,AO,2021-07-24 19:53:43
303,Ndele,8.4109,20.6473,70.65,overcast clouds,0.0,0.0,95,88,2.77,CF,2021-07-24 19:53:44
304,Agua Verde,22.9,-106.05,88.12,overcast clouds,0.0,0.0,72,100,6.4,MX,2021-07-24 19:53:44
305,Cockburn Town,21.4612,-71.1419,85.96,scattered clouds,0.0,0.0,66,40,11.5,TC,2021-07-24 19:49:26
306,Noumea,-22.2763,166.4572,69.01,clear sky,0.0,0.0,99,1,4.56,NC,2021-07-24 19:51:47
307,Ketchikan,55.3422,-131.6461,60.57,light rain,0.22,0.22,74,87,8.66,US,2021-07-24 19:53:45
308,Sinnamary,5.3833,-52.95,80.8,moderate rain,2.05,2.05,83,100,11.18,GF,2021-07-24 19:53:45
309,Vagur,61.4732,-6.8119,51.01,overcast clouds,0.0,0.0,93,100,11.07,FO,2021-07-24 19:53:46
310,Kampot,10.6167,104.1833,77.05,light rain,0.23,0.23,86,100,8.77,KH,2021-07-24 19:53:46
311,Roma,43.2128,-75.4557,84.06,overcast clouds,0.0,0.0,46,100,5.01,US,2021-07-24 19:53:47
312,White Rock,49.0164,-122.8026,82.94,clear sky,0.0,0.0,62,8,5.01,CA,2021-07-24 19:53:47
313,Auki,-8.7676,160.7034,77.43,overcast clouds,0.0,0.0,86,98,4.54,SB,2021-07-24 19:53:47
314,Maragogi,-9.0122,-35.2225,74.89,clear sky,0.0,0.0,77,0,9.15,BR,2021-07-24 19:53:48
315,Candolim,15.5181,73.7626,80.6,broken clouds,0.0,0.0,94,75,10.36,IN,2021-07-24 19:53:48
316,Wainwright,52.839,-110.8572,74.48,few clouds,0.0,0.0,26,18,16.11,CA,2021-07-24 19:53:49
317,Pasighat,28.0667,95.3333,78.26,overcast clouds,0.0,0.0,96,100,2.35,IN,2021-07-24 19:53:49
318,Kavaratti,10.5669,72.642,82.22,broken clouds,0.0,0.0,79,62,18.43,IN,2021-07-24 19:50:05
319,Goundam,16.4145,-3.6708,88.25,overcast clouds,0.0,0.0,52,90,9.71,ML,2021-07-24 19:53:50
320,Chok Chai,14.7284,102.1652,77.81,overcast clouds,0.0,0.0,100,100,12.75,TH,2021-07-24 19:53:50
321,Shelburne,44.0787,-80.2041,67.77,light rain,0.65,0.65,97,100,15.12,CA,2021-07-24 19:53:50
322,Denpasar,-8.65,115.2167,76.66,broken clouds,0.0,0.0,88,75,3.44,ID,2021-07-24 19:53:51
323,Jumla,29.2747,82.1838,62.64,light rain,0.24,0.24,94,96,1.25,NP,2021-07-24 19:53:51
324,Carnarvon,-24.8667,113.6333,60.87,overcast clouds,0.0,0.0,72,100,10.36,AU,2021-07-24 19:53:52
325,Holme,56.1138,10.1725,71.17,broken clouds,0.0,0.0,79,72,8.77,DK,2021-07-24 19:53:52
326,Dinar,38.065,30.1656,67.96,scattered clouds,0.0,0.0,38,43,6.89,TR,2021-07-24 19:53:53
327,Turukhansk,65.8167,87.9833,64.54,clear sky,0.0,0.0,75,1,9.89,RU,2021-07-24 19:53:53
328,Paka,4.6374,103.4368,80.53,overcast clouds,0.0,0.0,94,100,0.0,MY,2021-07-24 19:53:54
329,Mersing,2.4312,103.8405,78.71,broken clouds,0.0,0.0,89,57,3.44,MY,2021-07-24 19:53:54
330,Nekrasovskaya,45.1447,39.7487,74.68,scattered clouds,0.0,0.0,47,27,8.7,RU,2021-07-24 19:53:54
331,Djibo,14.1022,-1.6306,88.03,overcast clouds,0.0,0.0,48,100,5.7,BF,2021-07-24 19:53:55
332,Saint-Francois,46.4154,3.9054,67.44,broken clouds,0.0,0.0,82,75,2.3,FR,2021-07-24 19:53:55
333,Oktyabrskiy,54.4815,53.471,58.24,overcast clouds,0.0,0.0,86,100,4.32,RU,2021-07-24 19:53:56
334,Quatre Cocos,-20.2078,57.7625,69.91,scattered clouds,0.0,0.0,80,26,9.95,MU,2021-07-24 19:53:56
335,Kathu,7.9178,98.3332,86.7,light rain,1.0,1.0,71,99,13.42,TH,2021-07-24 19:53:57
336,Port Macquarie,-31.4333,152.9167,57.88,clear sky,0.0,0.0,70,1,9.78,AU,2021-07-24 19:53:57
337,Gondanglegi,-7.7479,112.0132,71.38,clear sky,0.0,0.0,88,5,10.11,ID,2021-07-24 19:53:57
338,North Bend,43.4065,-124.2243,69.17,broken clouds,0.0,0.0,79,75,23.02,US,2021-07-24 19:53:58
339,Enshi,30.3,109.4833,69.98,few clouds,0.0,0.0,96,24,1.23,CN,2021-07-24 19:53:58
340,Roald,62.5833,6.1333,64.45,overcast clouds,0.0,0.0,94,90,4.61,NO,2021-07-24 19:53:58
341,Maryville,35.7565,-83.9705,95.07,clear sky,0.0,0.0,56,10,1.99,US,2021-07-24 19:53:32
342,Duncan,34.5023,-97.9578,96.06,clear sky,0.0,0.0,56,1,9.22,US,2021-07-24 19:53:59
343,Panalingaan,8.7842,117.4231,79.74,overcast clouds,0.0,0.0,88,100,7.54,PH,2021-07-24 19:53:59
344,Cordoba,-31.4135,-64.1811,77.76,clear sky,0.0,0.0,31,0,1.01,AR,2021-07-24 19:49:18
345,Ken Caryl,39.5773,-105.1169,87.84,scattered clouds,0.0,0.0,40,42,3.0,US,2021-07-24 19:54:00
346,Ugoofaaru,5.6667,73.0,82.29,broken clouds,0.0,0.0,74,74,5.73,MV,2021-07-24 19:54:00
347,Havre-Saint-Pierre,50.2334,-63.5986,66.56,clear sky,0.0,0.0,59,1,6.91,CA,2021-07-24 19:54:01
348,Baeza,37.9938,-3.471,82.26,clear sky,0.0,0.0,15,2,7.56,ES,2021-07-24 19:54:01
349,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,85.8,scattered clouds,0.0,0.0,70,40,4.61,BR,2021-07-24 19:54:02
350,Conway,35.0887,-92.4421,96.1,clear sky,0.0,0.0,58,1,8.05,US,2021-07-24 19:50:19
351,Nabire,-3.3667,135.4833,73.02,overcast clouds,0.0,0.0,95,100,3.53,ID,2021-07-24 19:54:03
352,Candelaria,13.9311,121.4233,78.39,light rain,0.49,0.49,90,100,6.76,PH,2021-07-24 19:54:03
353,San Martin,-33.081,-68.4681,59.54,clear sky,0.0,0.0,34,4,4.07,AR,2021-07-24 19:54:03
354,Sao Joao Da Barra,-21.6403,-41.0511,77.09,clear sky,0.0,0.0,63,0,12.66,BR,2021-07-24 19:46:50
355,Silver City,32.7701,-108.2803,66.16,moderate rain,2.37,2.37,77,90,4.61,US,2021-07-24 19:54:04
356,Tabou,4.423,-7.3528,76.33,overcast clouds,0.0,0.0,69,97,4.47,CI,2021-07-24 19:54:04
357,Antalaha,-14.9003,50.2788,66.51,overcast clouds,0.0,0.0,80,89,7.92,MG,2021-07-24 19:54:05
358,Meulaboh,4.1363,96.1285,76.68,overcast clouds,0.0,0.0,87,100,4.03,ID,2021-07-24 19:49:25
359,Kaitangata,-46.2817,169.8464,41.94,broken clouds,0.0,0.0,52,84,4.83,NZ,2021-07-24 19:54:05
360,Margate,51.3813,1.3862,67.71,overcast clouds,0.0,0.0,83,100,1.99,GB,2021-07-24 19:54:06
361,Sao Jose Da Coroa Grande,-8.8978,-35.1478,75.56,clear sky,0.0,0.0,75,0,10.07,BR,2021-07-24 19:54:06
362,Zyryanka,65.75,150.85,63.73,overcast clouds,0.0,0.0,57,100,1.61,RU,2021-07-24 19:54:07
363,Manado,1.487,124.8455,77.77,scattered clouds,0.0,0.0,83,40,2.3,ID,2021-07-24 19:54:07
364,Tendukheda,23.4,79.55,75.04,overcast clouds,0.0,0.0,97,100,11.92,IN,2021-07-24 19:54:07
365,Kuantan,3.8077,103.326,78.91,light rain,0.36,0.36,100,100,0.0,MY,2021-07-24 19:54:08
366,Vrises,35.492,23.8899,77.2,clear sky,0.0,0.0,59,0,3.53,GR,2021-07-24 19:54:08
367,Sabang,5.8933,95.3214,83.25,overcast clouds,0.0,0.0,75,100,19.24,ID,2021-07-24 19:54:09
368,Coos Bay,43.3665,-124.2179,88.86,broken clouds,0.0,0.0,79,75,23.02,US,2021-07-24 19:54:09
369,Emerald,-23.5333,148.1667,53.74,clear sky,0.0,0.0,57,0,5.75,AU,2021-07-24 19:54:09
370,Bathurst,-33.4166,149.5806,38.97,overcast clouds,0.0,0.0,83,100,7.0,AU,2021-07-24 19:54:10
371,Deputatskiy,69.3,139.9,46.78,scattered clouds,0.0,0.0,67,25,5.17,RU,2021-07-24 19:54:10
372,Mason,39.3601,-84.3099,90.05,clear sky,0.0,0.0,56,1,1.99,US,2021-07-24 19:54:11
373,Viedma,-40.8135,-62.9967,50.49,overcast clouds,0.0,0.0,41,100,11.03,AR,2021-07-24 19:54:11
374,Mareeba,-17.0,145.4333,61.52,scattered clouds,0.0,0.0,91,44,2.35,AU,2021-07-24 19:54:12
375,Muzhi,65.3667,64.6667,56.37,overcast clouds,0.0,0.0,80,100,7.61,RU,2021-07-24 19:54:12
376,Limoux,42.9167,2.1667,72.1,overcast clouds,0.0,0.0,45,91,6.17,FR,2021-07-24 19:54:12
377,San Cristobal,7.7669,-72.225,82.58,overcast clouds,0.0,0.0,65,100,5.61,VE,2021-07-24 19:54:13
378,Usolye-Sibirskoye,52.7519,103.6453,55.2,clear sky,0.0,0.0,88,5,1.28,RU,2021-07-24 19:54:13
379,Polillo,14.7122,121.9392,82.31,overcast clouds,0.0,0.0,80,100,17.6,PH,2021-07-24 19:54:14
380,Erenhot,43.6475,111.9767,64.63,moderate rain,1.54,1.54,86,100,23.09,CN,2021-07-24 19:54:14
381,Kavieng,-2.5744,150.7967,81.7,few clouds,0.0,0.0,77,14,10.27,PG,2021-07-24 19:54:14
382,Belyy Yar,53.6039,91.3903,67.89,clear sky,0.0,0.0,100,0,4.47,RU,2021-07-24 19:54:15
383,Boyolangu,-8.1181,111.8935,71.15,scattered clouds,0.0,0.0,91,45,2.8,ID,2021-07-24 19:54:15
384,Ewo,-0.8725,14.8206,82.98,overcast clouds,0.0,0.0,44,100,4.34,CG,2021-07-24 19:54:15
385,Port-Gentil,-0.7193,8.7815,76.96,overcast clouds,0.0,0.0,78,90,6.91,GA,2021-07-24 19:54:16
386,Sechura,-5.5569,-80.8222,72.23,clear sky,0.0,0.0,66,9,17.96,PE,2021-07-24 19:54:16
387,Mustafabad,30.8922,73.4989,94.14,scattered clouds,0.0,0.0,48,40,6.02,PK,2021-07-24 19:54:17
388,Berezovo,63.9381,65.0419,54.95,overcast clouds,0.0,0.0,90,100,9.62,RU,2021-07-24 19:54:17
389,Estevan,49.1334,-102.9842,82.74,clear sky,0.0,0.0,28,1,11.5,CA,2021-07-24 19:54:17
390,Nagapattinam,10.7667,79.8333,83.82,overcast clouds,0.0,0.0,73,100,14.05,IN,2021-07-24 19:54:18
391,Charters Towers,-20.1,146.2667,55.42,few clouds,0.0,0.0,53,22,10.56,AU,2021-07-24 19:54:18
392,Kikwit,-5.041,18.8162,79.68,clear sky,0.0,0.0,26,5,2.1,CD,2021-07-24 19:54:19
393,Puri,19.8,85.85,86.38,overcast clouds,0.0,0.0,82,100,11.34,IN,2021-07-24 19:54:19
394,Busembatia,0.7697,33.6131,69.31,overcast clouds,0.0,0.0,63,100,4.38,UG,2021-07-24 19:54:19
395,Russell,32.3502,-85.1999,91.11,clear sky,0.0,0.0,49,1,4.61,US,2021-07-24 19:54:20
396,Guacimo,10.2104,-83.6807,83.01,overcast clouds,0.0,0.0,97,99,2.08,CR,2021-07-24 19:54:20
397,Jabinyanah,35.035,10.9081,85.8,clear sky,0.0,0.0,61,0,13.06,TN,2021-07-24 19:54:21
398,Sivas,39.7916,37.0019,54.66,clear sky,0.0,0.0,88,0,4.61,TR,2021-07-24 19:54:21
399,Abu Samrah,35.3029,37.1841,79.65,scattered clouds,0.0,0.0,58,39,11.1,SY,2021-07-24 19:54:21
400,Gambela,8.25,34.5833,70.23,overcast clouds,0.0,0.0,93,100,2.44,ET,2021-07-24 19:54:22
401,Tortoli,39.9256,9.6572,81.82,clear sky,0.0,0.0,78,0,18.41,IT,2021-07-24 19:54:22
402,Bera,24.0833,89.6167,79.84,broken clouds,0.0,0.0,94,70,7.47,BD,2021-07-24 19:54:23
403,Warangal,18.0,79.5833,78.62,overcast clouds,0.0,0.0,79,100,11.43,IN,2021-07-24 19:54:23
404,Sisimiut,66.9395,-53.6735,40.28,overcast clouds,0.0,0.0,94,100,6.02,GL,2021-07-24 19:54:23
405,Amuntai,-2.4177,115.2494,72.05,few clouds,0.0,0.0,97,22,0.96,ID,2021-07-24 19:54:24
406,Itarema,-2.9248,-39.9167,80.87,scattered clouds,0.0,0.0,66,41,16.55,BR,2021-07-24 19:47:14
407,Uyar,55.81,94.3153,56.91,scattered clouds,0.0,0.0,83,28,5.66,RU,2021-07-24 19:54:24
408,Stromness,58.965,-3.296,57.45,clear sky,0.0,0.0,90,8,16.91,GB,2021-07-24 19:53:16
409,Xichang,27.8964,102.2634,63.61,clear sky,0.0,0.0,92,5,1.99,CN,2021-07-24 19:54:25
410,Santa Vitoria Do Palmar,-33.5189,-53.3681,60.17,broken clouds,0.0,0.0,79,73,5.73,BR,2021-07-24 19:54:25
411,Bathsheba,13.2167,-59.5167,86.61,few clouds,0.0,0.0,70,20,14.97,BB,2021-07-24 19:54:26
412,Bayeux,-7.125,-34.9322,81.23,few clouds,0.0,0.0,65,20,13.8,BR,2021-07-24 19:54:26
413,Los Llanos De Aridane,28.6585,-17.9182,69.55,few clouds,0.0,0.0,92,20,16.11,ES,2021-07-24 19:54:26
414,Singaraja,-8.112,115.0882,75.24,clear sky,0.0,0.0,78,0,2.84,ID,2021-07-24 19:54:27
415,Alta Floresta,-9.8756,-56.0861,96.62,few clouds,0.0,0.0,28,20,4.61,BR,2021-07-24 19:54:27
416,Miraflores,19.2167,-98.8083,74.03,broken clouds,0.0,0.0,41,65,2.39,MX,2021-07-24 19:54:27
417,Matara,5.9485,80.5353,77.11,overcast clouds,0.0,0.0,92,98,7.2,LK,2021-07-24 19:54:28
418,Bandar-E Lengeh,26.5579,54.8807,93.99,overcast clouds,0.0,0.0,51,91,11.61,IR,2021-07-24 19:54:28
419,Nemuro,43.3236,145.575,61.61,overcast clouds,0.0,0.0,98,100,8.5,JP,2021-07-24 19:54:29
420,Newcastleton,55.1796,-2.8127,61.74,scattered clouds,0.0,0.0,88,33,4.7,GB,2021-07-24 19:54:29
421,Semey,50.4111,80.2275,72.75,clear sky,0.0,0.0,55,0,5.59,KZ,2021-07-24 19:54:30
422,Rochegda,62.8,43.25,49.33,overcast clouds,0.0,0.0,68,98,4.63,RU,2021-07-24 19:54:30
423,Deoranian,28.6333,79.4833,83.1,few clouds,0.0,0.0,79,17,5.46,IN,2021-07-24 19:54:30
424,Menges,46.1669,14.575,73.99,scattered clouds,0.0,0.0,63,40,2.3,SI,2021-07-24 19:54:31
425,Rundu,-17.9333,19.7667,56.44,clear sky,0.0,0.0,33,0,7.02,NA,2021-07-24 19:54:31
426,Nanortalik,60.1432,-45.2371,43.5,overcast clouds,0.0,0.0,97,100,12.95,GL,2021-07-24 19:54:31
427,Saint-Pierre,-21.3393,55.4781,67.68,few clouds,0.0,0.0,70,20,5.75,RE,2021-07-24 19:54:32
428,Pacasmayo,-7.4006,-79.5714,68.59,few clouds,0.0,0.0,73,23,13.42,PE,2021-07-24 19:54:32
429,Axim,4.8699,-2.2405,75.25,scattered clouds,0.0,0.0,80,36,6.55,GH,2021-07-24 19:54:33
430,Coahuayana,18.7333,-103.6833,89.47,scattered clouds,0.0,0.0,62,37,6.04,MX,2021-07-24 19:54:33
431,Yaring,6.8662,101.3689,78.93,overcast clouds,0.0,0.0,86,100,6.44,TH,2021-07-24 19:54:33
432,Buala,-8.145,159.5921,79.81,light rain,0.93,0.93,84,88,8.79,SB,2021-07-24 19:54:34
433,Juegang,32.3174,121.1855,78.53,light rain,0.87,0.87,89,100,27.27,CN,2021-07-24 19:54:34
434,Bara,10.3744,10.7288,73.94,moderate rain,1.18,1.18,90,40,5.46,NG,2021-07-24 19:54:34
435,Kangaatsiaq,68.3065,-53.4641,39.87,scattered clouds,0.0,0.0,91,42,13.44,GL,2021-07-24 19:54:35
436,Santa Cruz Do Rio Pardo,-22.8989,-49.6325,78.39,clear sky,0.0,0.0,30,0,4.47,BR,2021-07-24 19:54:35
437,Shiraz,29.6036,52.5388,74.64,scattered clouds,0.0,0.0,53,40,9.22,IR,2021-07-24 19:51:39
438,Chegdomyn,51.1167,133.0167,68.52,overcast clouds,0.0,0.0,75,100,3.24,RU,2021-07-24 19:54:36
439,Mandurah,-32.55,115.7,55.22,overcast clouds,0.0,0.0,69,100,16.53,AU,2021-07-24 19:54:36
440,Tukrah,32.5341,20.5791,78.69,clear sky,0.0,0.0,74,0,10.92,LY,2021-07-24 19:54:37
441,Sakaiminato,35.55,133.2333,75.18,broken clouds,0.0,0.0,83,75,4.61,JP,2021-07-24 19:54:37
442,Alyangula,-13.8483,136.4192,67.87,scattered clouds,0.0,0.0,100,40,0.0,AU,2021-07-24 19:54:38
443,Pochutla,15.7432,-96.4661,88.84,overcast clouds,0.0,0.0,53,100,6.22,MX,2021-07-24 19:54:38
444,Olinda,-8.0089,-34.8553,74.93,scattered clouds,0.0,0.0,69,40,13.8,BR,2021-07-24 19:54:38
445,Cap-Aux-Meules,47.3821,-61.8597,62.65,broken clouds,0.0,0.0,67,75,11.5,CA,2021-07-24 19:50:02
446,Inirida,3.8653,-67.9239,76.75,light rain,0.42,0.42,93,100,2.1,CO,2021-07-24 19:54:39
447,Trelew,-43.249,-65.3051,51.44,overcast clouds,0.0,0.0,31,99,16.6,AR,2021-07-24 19:54:39
448,Dubbo,-32.25,148.6167,42.93,overcast clouds,0.0,0.0,93,99,11.5,AU,2021-07-24 19:54:40
449,Leh,34.1667,77.5833,70.11,overcast clouds,0.0,0.0,39,100,6.93,IN,2021-07-24 19:54:40
450,Buta,2.7858,24.73,70.23,light rain,0.35,0.35,97,73,1.28,CD,2021-07-24 19:54:40
451,Asyut,27.181,31.1837,87.98,clear sky,0.0,0.0,25,0,9.13,EG,2021-07-24 19:54:41
452,Pangai,-19.8,-174.35,78.1,light rain,0.2,0.2,79,0,3.8,TO,2021-07-24 19:54:41
453,Potsdam,52.3989,13.0657,80.1,overcast clouds,0.0,0.0,67,86,8.95,DE,2021-07-24 19:50:39
454,Tayu,-6.5397,111.0518,73.98,clear sky,0.0,0.0,82,2,8.32,ID,2021-07-24 19:54:42
455,Tommot,58.9564,126.2925,59.45,overcast clouds,0.0,0.0,98,100,1.79,RU,2021-07-24 19:50:00
456,Richards Bay,-28.783,32.0377,55.18,few clouds,0.0,0.0,77,19,4.03,ZA,2021-07-24 19:49:21
